fico,term,pti,ltv,age,default
608.4780494829272,5.746497015489902,0.09086013028886601,1.176882020546052,42.97739429689229,0.0
765.2993577466502,6.248005236582491,0.04273014140301076,1.0670755432758376,35.66426950122873,0.0
597.1666854789376,4.075590545636016,0.10031113485953976,1.0444649011668528,38.161854174333165,0.0
497.20139541190485,5.497481920546579,0.17239391949623512,0.8693600741943082,35.17270767755278,1.0
739.5958854942068,4.974255465066829,0.1503181475464742,1.0175006728714784,32.119816841965275,0.0
702.2606065725089,5.835579704932304,0.0603647494831841,0.9493045774774308,35.58841753484421,0.0
576.7588210518802,5.950967354249493,0.02990745566517572,1.1164309263652958,41.262243286609234,0.0
641.6921941760933,5.669767629420534,0.08550270344502905,0.9942396327450932,48.168718522531975,0.0
822.8815463268197,5.624827135400367,0.04317663389364324,0.8509500062137866,43.164440981922546,0.0
686.6013136271571,7.060998576034956,0.02620116231761245,0.8913873078697268,48.07766321693147,0.0
551.0534423526046,5.3352498953628436,0.13697287115058818,1.0780464916263008,54.415330714681765,0.0
442.37721292668584,7.196697870586265,0.13095000676239368,1.2154728344600392,24.76722810290728,1.0
516.1086813622433,6.112849341809313,0.11064558325208247,0.8941940604090327,31.67019882493451,0.0
848.5854617443306,5.378536587049709,0.043760128131530525,0.7500646102490554,63.00609577845054,0.0
896.0623746336814,5.7274945260748575,0.03532960800226574,1.1494088168304737,46.12624547720477,0.0
803.7353354321683,4.4436687925335825,0.12628569313443994,1.1595768394910668,48.7680706831671,0.0
574.4286794662447,6.308935442843391,0.15806175073543346,1.1019238947634387,33.35941175391504,0.0
508.2579317156475,6.4701284993531045,0.18881344587458043,1.2166109179425721,51.04400604109084,1.0
645.9301955325178,5.89672379736635,0.15179142326389863,0.612214323954842,50.64637468047217,0.0
668.0488384332234,8.261126478148427,0.14530678588384033,1.1485811008003477,45.80705274187279,0.0
730.9360920719831,6.6001711748520915,0.03341150979183026,1.0367201669825885,29.49524278190145,0.0
605.8850680066962,7.628829311787792,0.13927350225208646,1.0355116686108674,38.11311911931909,1.0
769.7759231674692,4.402003639438753,0.13153389011226224,0.8729598696862013,41.790048945416096,0.0
574.7562876579601,5.448373052187902,0.1885884970718489,0.8129877256520177,42.78129450898568,1.0
493.40396521437026,6.142708524957375,0.15827520721614885,1.2909988312651972,41.9964554499943,0.0
514.9867574480577,6.555954807066554,0.11754296560401017,1.092367941942083,49.56270189677219,0.0
570.0117506705895,6.844376755556394,0.14292017144040225,0.9307371871414696,36.09223999401299,0.0
678.5647472309142,7.307523715700319,0.07199622050902924,1.1921695621371562,50.30305887068031,0.0
749.303429647158,6.19602110264658,0.14636124128662575,0.9153717336081129,39.76916613883984,0.0
542.1713306627182,6.876678370078165,0.11852429490316442,0.9705172197911316,32.99298787684687,1.0
551.7720312453905,6.387523180136387,0.1664166613244905,1.3006679403939538,36.04879771174886,1.0
628.9874306852539,4.033344371574053,0.013825917572073201,0.8409343266959808,46.3162729560599,0.0
748.3198361337796,6.153629499267795,0.12467155635348189,1.4761440135891257,55.92253808208237,0.0
599.0725042579058,4.942180206858767,0.1707828405595987,0.8961281185824712,41.29863103477886,0.0
731.9131875117826,7.0213305150662775,0.1251104935568047,1.150496611860182,48.01385390156976,0.0
429.57419022274104,6.530982547182181,0.0734376471754222,1.0415167404306678,41.059501550502496,1.0
695.0718797842334,6.832618076827174,0.13300595641382,1.144613231219295,51.18528524933902,0.0
761.1654978627715,3.8640865020608617,0.052734994278281606,0.9625019178221976,45.17404979214912,0.0
771.7338350703924,4.5907844303396255,0.04151029434002286,0.9053554195296339,62.03284521913244,0.0
582.962482130545,5.437958851807771,0.1397215588765258,1.1363416396941945,35.35463631461191,0.0
351.25450807479467,6.609802557384007,0.06363332702865666,1.0232389137105056,50.139388566510746,0.0
684.7341223041258,5.511732325769571,0.1816251645534434,1.0289200259261788,45.59611575560156,0.0
541.4471646126434,5.9056234690895515,0.09234278556407144,1.0723407989603484,26.2285304438693,1.0
620.6963105036803,5.458396404130555,0.21781471742044325,1.0271725620265888,48.31875521345228,0.0
654.6764274270544,6.84396881261054,0.028880141412898852,1.3420677026413872,41.404797045246845,0.0
589.7810148925197,6.593552110085762,0.06435887581788778,1.3595943187744186,48.81355679727654,1.0
562.3552366587114,5.680478103000663,0.10627113104922278,1.0593908491508206,33.75641804111315,1.0
704.7513341960271,5.0977178102289535,0.11696788988803687,1.3091582855094437,35.69429296309015,0.0
573.6718951979929,4.71711922823818,0.011191226644726118,1.0004354329203324,41.26299303325796,0.0
622.4755833796621,7.011652253054732,0.12354106182467478,1.0953814910011386,40.045612899773786,0.0
633.5879900643196,7.0803054639274965,0.08158625786943427,1.0534851603362032,30.871421319339497,1.0
476.7458871157795,8.242988515018428,0.08888795574052186,0.9063788897260094,51.205803687937916,0.0
652.764584938819,7.532353118105331,0.041968784036140225,1.1964153311916155,46.059183095763345,0.0
500.23743706629296,8.123617014914021,0.21740280925823,1.1946264361461045,42.18719394941494,0.0
824.4035020704387,6.57936106960665,0.1068997469313822,1.1737030199066019,47.18713389072685,0.0
859.2634249953296,5.984100375233875,0.04589852770644516,0.9631703701148703,35.598949430568524,0.0
731.579278600523,6.8598238897998165,0.14716268128245014,1.2978009876083525,44.7202115444299,0.0
518.8082621171172,5.548090941546525,0.060470528660999265,1.1543944266354278,28.443131237405673,0.0
629.9701657164735,5.313070996785622,0.10391455962509921,0.9010992221308105,45.64154509785647,0.0
538.9415982462998,5.915658796286468,0.1583597956493225,1.248825342265444,28.31605308599621,1.0
651.9185501448989,5.445277867449193,0.02890509844465919,1.0072871887616364,32.45980334619242,0.0
569.1606432276249,7.407992544370747,0.05169401523946429,1.096629527001216,28.480679802956566,0.0
704.887101222599,6.364413317994251,0.08205927407080617,0.9776037662678044,39.94450408423183,0.0
